,Match Up_x,Game Date_x,Season_x,W/L_x,MIN_x,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,Match Up_y,Game Date_y,Season_y,W/L_y,MIN_y,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE
1828,NYK vs. BKN,01/13/2021,,L,48,109,44,92,47.8,11,28,39.3,10,12,83.3,12,31,43,22,9,4,3,16,-7,MIL @ DET,01/13/2021,,W,48,112.2,105.2,7.0,75.6,2.21,22.3,21.7,64.4,45.7,14.3,59.4,60.3,97.00,59.7
1829,OKC vs. LAL,01/13/2021,,L,48,99,37,86,43.0,10,31,32.3,15,19,78.9,9,33,42,23,12,4,6,21,-29,LAL @ OKC,01/13/2021,,W,48,130.6,100.0,30.6,55.3,2.60,18.7,30.8,80.4,55.3,10.2,58.4,61.1,98.50,61.4
1830,MEM @ MIN,01/13/2021,,W,48,118,50,106,47.2,8,25,32.0,10,13,76.9,15,32,47,33,7,11,5,24,11,OKC vs. LAL,01/13/2021,,L,48,100.0,130.6,-30.6,62.2,1.92,17.4,19.6,69.2,44.7,12.1,48.8,52.5,98.50,38.6
1831,LAC vs. NOP,01/13/2021,,W,48,111,35,74,47.3,18,37,48.6,23,27,85.2,3,33,36,26,10,4,6,16,5,DET vs. MIL,01/13/2021,,L,48,105.2,112.2,-7.0,69.4,1.56,17.6,35.6,78.3,54.3,16.7,46.7,49.7,97.00,40.3
1832,LAL @ OKC,01/13/2021,,W,48,128,47,95,49.5,17,37,45.9,17,22,77.3,12,38,50,26,10,6,6,16,29,DAL @ CHA,01/13/2021,,W,48,107.2,95.9,11.3,55.0,2.20,16.2,29.5,62.1,46.5,10.3,49.5,50.5,97.00,56.7
1833,BKN @ NYK,01/13/2021,,W,48,116,44,91,48.4,16,40,40.0,12,17,70.6,12,34,46,29,6,3,5,12,7,SAC vs. POR,01/13/2021,,L,48,128.6,136.1,-7.5,79.5,2.69,23.8,34.9,72.0,54.8,13.3,63.7,66.0,97.50,51.0
1834,MIN vs. MEM,01/13/2021,,L,48,107,39,90,43.3,9,37,24.3,20,24,83.3,11,37,48,27,13,3,6,18,-11,CHA vs. DAL,01/13/2021,,L,48,95.9,107.2,-11.3,68.4,1.86,17.8,37.9,70.5,53.5,14.4,43.0,43.8,97.00,43.3
1835,SAC vs. POR,01/13/2021,,L,48,126,44,84,52.4,19,38,50.0,19,26,73.1,8,34,42,35,13,4,2,18,-6,BKN @ NYK,01/13/2021,,W,48,124.7,118.5,6.3,65.9,4.83,21.5,28.6,72.0,50.5,6.5,57.1,58.9,92.50,55.0
1836,MIL @ DET,01/13/2021,,W,48,110,41,85,48.2,19,43,44.2,9,14,64.3,10,38,48,31,14,10,9,20,9,MIN vs. MEM,01/13/2021,,L,48,104.9,116.8,-11.9,69.2,2.08,18.8,28.3,69.5,50.0,12.7,48.3,53.2,101.50,45.8
1837,DET vs. MIL,01/13/2021,,L,48,101,36,92,39.1,14,35,40.0,15,22,68.2,13,34,47,25,16,8,3,19,-9,NOP @ LAC,01/13/2021,,L,48,114.0,119.4,-5.4,42.9,1.64,14.4,29.2,88.1,56.7,11.8,53.4,55.8,93.00,45.7
1838,DAL @ CHA,01/13/2021,,W,48,104,40,96,41.7,15,46,32.6,9,16,56.3,13,41,54,22,10,8,12,15,11,NYK vs. BKN,01/13/2021,,L,48,118.5,124.7,-6.3,50.0,2.44,17.2,28.0,71.4,49.5,9.8,53.8,56.0,92.50,45.0
1839,CHA vs. DAL,01/13/2021,,L,48,93,38,100,38.0,10,38,26.3,7,14,50.0,15,38,53,26,14,8,7,17,-11,LAC vs. NOP,01/13/2021,,W,48,119.4,114.0,5.4,74.3,2.60,21.0,11.9,70.8,43.3,10.8,59.5,64.6,93.00,54.3
1840,NOP @ LAC,01/13/2021,,L,48,106,42,88,47.7,10,28,35.7,12,16,75.0,12,36,48,18,11,4,4,19,-5,MEM @ MIN,01/13/2021,,W,48,116.8,104.9,11.9,66.0,4.71,21.7,30.5,71.7,50.0,6.9,50.9,52.8,101.50,54.2
1841,POR @ SAC,01/13/2021,,W,48,132,44,90,48.9,23,48,47.9,21,27,77.8,12,26,38,28,8,9,8,24,6,POR @ SAC,01/13/2021,,W,48,136.1,128.6,7.5,63.6,3.50,20.1,28.0,65.1,45.2,8.2,61.7,64.8,97.50,49.0
1842,BKN vs. DEN,01/12/2021,,W,48,122,48,79,60.8,16,32,50.0,10,15,66.7,8,33,41,31,19,6,6,18,6,DEN @ BKN,01/12/2021,,L,48,120.8,124.5,-3.7,63.6,2.15,20.6,25.5,71.4,45.1,13.5,60.2,61.0,97.00,45.5
1843,LAL @ HOU,01/12/2021,,W,48,117,42,84,50.0,14,32,43.8,19,27,70.4,11,44,55,26,21,10,12,18,17,BKN vs. DEN,01/12/2021,,W,48,124.5,120.8,3.7,64.6,1.63,22.5,28.6,74.5,54.9,19.4,70.9,71.3,97.00,54.5
1844,CLE vs. UTA,01/12/2021,,L,48,87,35,90,38.9,8,31,25.8,9,14,64.3,12,28,40,23,14,7,4,13,-30,HOU vs. LAL,01/12/2021,,L,48,96.2,112.5,-16.3,60.5,1.53,16.2,24.6,68.8,44.0,14.4,45.4,48.1,104.00,39.9
1845,GSW vs. IND,01/12/2021,,L,48,95,34,89,38.2,13,38,34.2,14,22,63.6,10,36,46,25,16,8,8,21,-9,OKC vs. SAS,01/12/2021,,L,48,101.0,110.9,-9.9,50.0,1.38,14.1,20.0,81.8,52.4,12.9,47.6,53.3,101.00,43.7
1846,IND @ GSW,01/12/2021,,W,48,104,39,88,44.3,9,28,32.1,17,25,68.0,10,40,50,26,15,9,9,17,9,MIA @ PHI,01/12/2021,,L,53,114.5,118.1,-3.6,56.3,1.50,16.8,31.0,66.7,48.2,15.4,55.3,58.5,105.51,46.0
1847,MIA @ PHI,01/12/2021,,L,53,134,48,104,46.2,19,56,33.9,19,24,79.2,14,32,46,27,18,6,4,21,-3,PHI vs. MIA,01/12/2021,,W,53,118.1,114.5,3.6,64.0,1.68,19.3,33.3,69.0,51.8,16.4,58.3,60.6,105.51,54.0
1848,SAS @ OKC,01/12/2021,,W,48,112,41,95,43.2,10,35,28.6,20,22,90.9,7,39,46,26,4,8,5,20,10,LAL @ HOU,01/12/2021,,W,48,112.5,96.2,16.3,61.9,1.24,17.9,31.3,75.4,56.0,20.2,58.3,61.0,104.00,60.1
1849,UTA @ CLE,01/12/2021,,W,48,117,42,84,50.0,24,45,53.3,9,12,75.0,10,38,48,26,18,8,8,16,30,CLE vs. UTA,01/12/2021,,L,48,90.6,120.6,-30.0,65.7,1.64,17.3,26.8,68.2,45.0,14.6,43.3,45.2,96.50,35.7
1850,HOU vs. LAL,01/12/2021,,L,48,100,38,97,39.2,12,40,30.0,12,16,75.0,10,32,42,23,15,14,5,19,-17,SAS @ OKC,01/12/2021,,W,48,110.9,101.0,9.9,63.4,6.50,19.0,18.2,80.0,47.6,4.0,48.4,53.5,101.00,56.3
1851,PHI vs. MIA,01/12/2021,,W,53,137,50,102,49.0,19,55,34.5,18,25,72.0,16,36,52,32,19,10,6,21,3,UTA @ CLE,01/12/2021,,W,48,120.6,90.6,30.0,61.9,1.44,19.3,31.8,73.2,55.0,18.6,64.3,65.5,96.50,64.3
1852,DEN @ BKN,01/12/2021,,L,48,116,44,88,50.0,18,37,48.6,10,16,62.5,9,23,32,28,13,12,5,18,-6,GSW vs. IND,01/12/2021,,L,48,93.1,103.0,-9.8,73.5,1.56,17.6,25.9,73.6,48.6,15.7,45.5,48.1,101.50,42.3
1853,OKC vs. SAS,01/12/2021,,L,48,102,36,83,43.4,7,26,26.9,23,29,79.3,7,45,52,18,13,1,5,20,-10,IND @ GSW,01/12/2021,,W,48,103.0,93.1,9.8,66.7,1.73,18.4,26.4,74.1,51.4,14.9,49.4,52.5,101.50,57.7
1854,WAS vs. PHX,01/11/2021,,W,48,128,48,92,52.2,15,34,44.1,17,28,60.7,14,39,53,29,8,3,3,23,21,POR vs. TOR,01/11/2021,,W,48,116.7,113.3,3.4,47.4,1.38,14.5,20.8,71.4,46.4,13.5,54.2,59.6,97.00,51.2
1855,CHA vs. NYK,01/11/2021,,W,48,109,38,78,48.7,13,32,40.6,20,23,87.0,5,32,37,28,10,8,8,13,21,WAS vs. PHX,01/11/2021,,W,48,133.3,111.5,21.9,60.4,3.63,20.4,32.7,76.9,54.8,8.3,60.3,61.3,96.00,57.2
1856,MEM @ CLE,01/11/2021,,W,48,101,40,78,51.3,5,20,25.0,16,21,76.2,7,33,40,32,15,10,6,17,10,MEM @ CLE,01/11/2021,,W,48,105.2,94.8,10.4,80.0,2.13,23.4,22.0,71.4,48.9,15.6,54.5,57.9,96.00,62.1
1857,CLE vs. MEM,01/11/2021,,L,48,91,37,82,45.1,11,26,42.3,6,14,42.9,10,30,40,20,21,11,7,21,-10,PHX @ WAS,01/11/2021,,L,48,111.5,133.3,-21.9,53.8,3.50,16.4,23.1,67.3,45.2,6.3,47.1,53.4,96.00,42.8
1858,NYK @ CHA,01/11/2021,,L,48,88,34,87,39.1,9,37,24.3,11,17,64.7,17,32,49,20,17,6,6,23,-21,CLE vs. MEM,01/11/2021,,L,48,94.8,105.2,-10.4,54.1,0.95,15.4,28.6,78.0,51.1,21.9,51.8,51.6,96.00,37.9
1859,ATL vs. PHI,01/11/2021,,W,48,112,37,99,37.4,17,44,38.6,21,27,77.8,14,44,58,20,8,7,3,13,18,TOR @ POR,01/11/2021,,L,48,113.3,116.7,-3.4,67.5,1.80,19.7,28.6,79.2,53.6,15.3,55.6,58.9,97.00,48.8
1860,MIL @ ORL,01/11/2021,,W,48,121,46,91,50.5,13,35,37.1,16,20,80.0,11,32,43,25,15,15,7,17,22,IND @ SAC,01/11/2021,,L,48,117.3,121.0,-3.6,55.3,2.00,18.2,25.5,73.7,46.1,12.5,55.2,58.1,104.50,45.7
1861,TOR @ POR,01/11/2021,,L,48,111,40,89,44.9,19,47,40.4,12,12,100,7,36,43,27,15,6,5,22,-1,PHI @ ATL,01/11/2021,,L,48,94.9,110.9,-15.9,54.1,2.22,15.6,16.1,64.6,42.1,9.1,44.6,48.1,100.00,45.5
1862,IND @ SAC,01/11/2021,,L,48,122,47,97,48.5,13,39,33.3,15,18,83.3,10,27,37,26,13,14,3,21,-5,MIL @ ORL,01/11/2021,,W,48,122.2,100.0,22.2,54.3,1.67,18.0,34.0,66.0,51.0,15.2,57.7,60.6,99.00,60.3
1863,SAC vs. IND,01/11/2021,,W,48,127,47,84,56.0,15,32,46.9,18,23,78.3,7,37,44,29,19,6,9,17,5,NYK @ CHA,01/11/2021,,L,48,97.8,119.8,-22.0,58.8,1.18,15.2,39.3,78.6,56.1,18.9,44.3,46.6,90.50,33.2
1864,POR vs. TOR,01/11/2021,,W,48,112,38,83,45.8,14,42,33.3,22,25,88.0,8,34,42,18,13,9,6,14,1,CHA vs. NYK,01/11/2021,,W,48,119.8,97.8,22.0,73.7,2.80,22.0,21.4,60.7,43.9,11.0,57.1,61.8,90.50,66.8
1865,PHI @ ATL,01/11/2021,,L,48,94,37,92,40.2,8,36,22.2,12,13,92.3,9,41,50,20,9,2,12,17,-18,ATL vs. PHI,01/11/2021,,W,48,110.9,94.9,15.9,54.1,2.50,14.0,35.4,83.9,57.9,7.9,46.0,50.5,100.00,54.5
1866,ORL vs. MIL,01/11/2021,,L,48,99,39,91,42.9,11,31,35.5,10,13,76.9,15,29,44,24,19,5,4,13,-22,SAC vs. IND,01/11/2021,,W,48,121.0,117.3,3.6,61.7,1.53,20.3,26.3,74.5,53.9,18.1,64.9,67.5,104.50,54.3
1867,PHX @ WAS,01/11/2021,,L,48,107,39,87,44.8,4,27,14.8,25,30,83.3,8,34,42,21,6,3,6,22,-21,ORL vs. MIL,01/11/2021,,L,48,100.0,122.2,-22.2,61.5,1.26,17.1,34.0,66.0,49.0,19.2,48.9,51.2,99.00,39.7
1868,BKN vs. OKC,01/10/2021,,L,48,116,43,85,50.6,10,34,29.4,20,24,83.3,6,37,43,23,17,3,2,18,-13,SAS @ MIN,01/10/2021,,L,48,88.9,98.0,-9.1,58.3,2.10,15.7,22.6,79.6,47.7,10.1,42.6,43.9,98.50,42.9
1869,TOR @ GSW,01/10/2021,,L,48,105,39,96,40.6,13,38,34.2,14,22,63.6,13,35,48,20,12,8,10,22,-1,LAL @ HOU,01/10/2021,,W,48,113.2,97.1,16.1,60.9,1.65,19.0,28.3,71.2,52.4,16.0,56.0,59.1,105.50,63.3
1870,DEN @ NYK,01/10/2021,,W,48,114,45,84,53.6,15,35,42.9,9,12,75.0,8,35,43,23,12,11,4,25,25,LAC vs. CHI,01/10/2021,,W,48,127.5,124.5,2.9,62.2,2.80,19.6,26.0,80.6,46.9,9.8,59.8,63.1,102.00,49.0
1871,OKC @ BKN,01/10/2021,,W,48,129,49,90,54.4,15,39,38.5,16,17,94.1,3,31,34,24,11,12,4,22,13,HOU vs. LAL,01/10/2021,,L,48,97.1,113.2,-16.1,59.5,1.05,15.4,28.8,71.7,47.6,20.0,47.8,50.9,105.50,36.7
1872,HOU vs. LAL,01/10/2021,,L,48,102,37,90,41.1,12,41,29.3,16,23,69.6,13,30,43,22,21,7,8,22,-18,CHI @ LAC,01/10/2021,,L,48,124.5,127.5,-2.9,63.8,1.30,21.7,19.4,74.0,53.1,22.5,72.7,75.2,102.00,51.0
1873,DET vs. UTA,01/10/2021,,L,48,86,29,87,33.3,10,42,23.8,18,21,85.7,11,28,39,21,8,10,7,23,-10,NYK vs. DEN,01/10/2021,,L,48,96.7,125.3,-28.5,59.4,1.19,15.6,23.9,72.5,46.5,17.4,47.3,52.4,91.50,37.3
1874,LAL @ HOU,01/10/2021,,W,48,120,46,91,50.5,10,29,34.5,18,24,75.0,10,39,49,28,17,13,8,23,18,DEN @ NYK,01/10/2021,,W,48,125.3,96.7,28.5,51.1,1.92,18.4,27.5,76.1,53.5,13.2,62.5,63.8,91.50,62.7
1875,SAS @ MIN,01/10/2021,,L,48,88,36,94,38.3,8,30,26.7,8,14,57.1,9,36,45,21,10,4,5,16,-8,MIN vs. SAS,01/10/2021,,W,48,98.0,88.9,9.1,55.9,1.36,15.0,20.4,77.4,52.3,14.3,47.5,52.7,98.50,57.1
1876,GSW vs. TOR,01/10/2021,,W,48,106,38,93,40.9,13,46,28.3,17,19,89.5,12,39,51,30,15,2,10,18,1,OKC @ BKN,01/10/2021,,W,48,124.0,111.5,12.5,49.0,2.18,18.3,9.5,77.8,44.8,10.6,62.8,66.2,104.00,55.0
1877,CHI @ LAC,01/10/2021,,L,48,127,47,77,61.0,18,33,54.5,15,17,88.2,3,35,38,30,23,6,2,19,-3,GSW vs. TOR,01/10/2021,,W,48,106.0,105.0,1.0,78.9,2.00,20.4,29.8,70.0,50.4,15.0,47.8,52.3,100.00,54.9
1878,NYK vs. DEN,01/10/2021,,L,48,89,32,74,43.2,6,21,28.6,19,25,76.0,8,28,36,19,16,4,1,15,-25,BKN vs. OKC,01/10/2021,,L,48,111.5,124.0,-12.5,53.5,1.35,16.9,22.2,90.5,55.2,16.3,56.5,60.7,104.00,45.0
1879,MIN vs. SAS,01/10/2021,,W,48,96,34,81,42.0,9,26,34.6,19,23,82.6,9,43,52,19,14,6,3,17,8,UTA @ DET,01/10/2021,,W,48,103.2,94.5,8.7,48.6,1.06,13.3,38.0,78.3,60.0,17.2,49.4,52.4,92.00,58.2
1880,LAC vs. CHI,01/10/2021,,W,48,130,45,92,48.9,20,38,52.6,20,25,80.0,12,23,35,28,10,13,5,19,3,DET vs. UTA,01/10/2021,,L,48,94.5,103.2,-8.7,72.4,2.63,16.8,21.7,62.0,40.0,8.8,39.1,44.7,92.00,41.8
1881,UTA @ DET,01/10/2021,,W,48,96,35,82,42.7,11,35,31.4,15,22,68.2,16,47,63,17,16,3,5,17,10,TOR @ GSW,01/10/2021,,L,48,105.0,106.0,-1.0,51.3,1.67,14.5,30.0,70.2,49.6,12.0,47.4,49.7,100.00,45.1
1882,MIA @ WAS,01/09/2021,,W,48,128,46,93,49.5,16,43,37.2,20,26,76.9,10,51,61,32,16,3,5,24,4,MIA @ WAS,01/09/2021,,W,48,115.3,112.7,2.6,69.6,2.00,20.5,27.5,86.4,59.1,14.4,58.1,61.3,110.50,55.6
1883,CLE @ MIL,01/09/2021,,L,48,90,36,87,41.4,7,26,26.9,11,16,68.8,14,33,47,16,18,6,4,18,-10,ORL @ DAL,01/09/2021,,L,48,99.0,114.3,-15.3,44.7,1.70,13.2,24.1,82.9,49.5,10.1,46.1,49.7,98.50,43.2
1884,ORL @ DAL,01/09/2021,,L,48,98,38,89,42.7,6,31,19.4,16,22,72.7,10,33,43,17,10,11,2,16,-14,CLE @ MIL,01/09/2021,,L,48,95.7,105.3,-9.5,44.4,0.89,12.4,35.2,69.4,51.5,19.1,45.4,47.9,94.50,39.1
1885,SAC vs. POR,01/09/2021,,L,48,99,33,81,40.7,8,30,26.7,25,35,71.4,6,41,47,21,15,4,5,20,-26,WAS vs. MIA,01/09/2021,,L,48,112.7,115.3,-2.6,56.8,4.17,17.5,13.6,72.5,40.9,5.5,52.0,55.7,110.50,44.4
1886,POR @ SAC,01/09/2021,,W,48,125,44,100,44.0,17,41,41.5,20,23,87.0,9,41,50,26,8,10,5,27,26,CHA vs. ATL,01/09/2021,,W,48,116.5,109.4,7.1,67.5,1.80,20.5,22.0,63.2,45.9,15.5,61.7,64.5,96.50,57.8
1887,PHI vs. DEN,01/09/2021,,L,48,103,43,103,41.7,11,35,31.4,6,10,60.0,20,28,48,23,17,8,4,19,-12,POR @ SAC,01/09/2021,,W,48,116.8,93.4,23.4,59.1,3.25,17.9,24.1,86.8,54.1,7.5,52.5,56.8,106.50,59.7
1888,MIL vs. CLE,01/09/2021,,W,48,100,37,84,44.0,12,36,33.3,14,18,77.8,11,34,45,25,16,11,4,14,10,DEN @ PHI,01/09/2021,,W,48,117.3,105.1,12.2,62.2,1.65,19.6,37.0,54.1,46.7,17.3,56.7,59.5,98.00,61.7
1889,IND vs. PHX,01/09/2021,,L,48,117,44,92,47.8,12,29,41.4,17,24,70.8,13,39,52,23,10,2,4,19,-8,SAC vs. POR,01/09/2021,,L,48,93.4,116.8,-23.4,63.6,1.40,15.8,13.2,75.9,45.9,14.2,45.7,51.3,106.50,40.3
1890,DEN @ PHI,01/09/2021,,W,48,115,45,90,50.0,12,33,36.4,13,15,86.7,15,30,45,28,17,11,7,12,12,IND vs. PHX,01/09/2021,,L,48,119.4,126.3,-6.9,52.3,2.30,17.0,28.3,83.3,54.5,10.2,54.3,57.0,98.50,43.9
1891,WAS vs. MIA,01/09/2021,,L,48,124,44,99,44.4,15,40,37.5,21,28,75.0,7,32,39,25,6,9,2,24,-4,MIL vs. CLE,01/09/2021,,W,48,105.3,95.7,9.5,67.6,1.56,18.7,30.6,64.8,48.5,16.8,51.2,54.4,94.50,60.9
1892,SAS @ MIN,01/09/2021,,W,53,125,44,101,43.6,13,32,40.6,24,29,82.8,12,36,48,22,6,8,3,19,3,PHI vs. DEN,01/09/2021,,L,48,105.1,117.3,-12.2,53.5,1.35,15.5,45.9,63.0,53.3,17.3,47.1,48.0,98.00,38.3
1893,MIN vs. SAS,01/09/2021,,L,53,122,48,96,50.0,15,30,50.0,11,17,64.7,11,42,53,29,17,1,7,20,-3,MIN vs. SAS,01/09/2021,,L,53,114.0,113.6,0.4,60.4,1.71,19.3,27.5,73.3,52.3,15.9,57.8,58.9,98.26,50.1
1894,ATL @ CHA,01/09/2021,,L,48,105,34,89,38.2,14,45,31.1,23,28,82.1,17,30,47,25,14,10,4,22,-8,SAS @ MIN,01/09/2021,,W,53,113.6,114.0,-0.4,50.0,3.67,14.9,26.7,72.5,47.7,5.5,50.0,54.9,98.26,49.9
1895,CHA vs. ATL,01/09/2021,,W,48,113,40,77,51.9,15,33,45.5,18,24,75.0,6,35,41,27,15,11,7,19,8,PHX @ IND,01/09/2021,,W,48,126.3,119.4,6.9,71.7,11.00,23.6,16.7,71.7,45.5,3.0,57.4,61.6,98.50,56.1
1896,PHX @ IND,01/09/2021,,W,48,125,46,94,48.9,16,41,39.0,17,17,100,4,36,40,33,3,6,2,17,8,DAL vs. ORL,01/09/2021,,W,48,114.3,99.0,15.3,64.1,1.39,19.2,17.1,75.9,50.5,18.4,62.0,64.4,98.50,56.8
1897,DAL vs. ORL,01/09/2021,,W,48,112,39,79,49.4,20,40,50.0,14,18,77.8,6,38,44,25,18,5,8,17,14,ATL @ CHA,01/09/2021,,L,48,109.4,116.5,-7.1,73.5,1.79,17.6,36.8,78.0,54.1,14.6,46.1,51.8,96.50,42.3
1898,SAC vs. TOR,01/08/2021,,L,48,123,46,81,56.8,15,34,44.1,16,28,57.1,3,23,26,36,12,9,8,18,-21,TOR @ SAC,01/08/2021,,W,48,144.0,121.8,22.2,56.6,2.31,20.8,37.5,82.5,60.0,13.0,69.2,71.5,100.50,55.2
1899,LAL vs. CHI,01/08/2021,,W,48,117,41,81,50.6,12,29,41.4,23,27,85.2,10,32,42,21,15,3,8,15,2,DET vs. PHX,01/08/2021,,W,53,101.9,97.2,4.6,62.2,1.35,16.1,23.2,75.9,49.1,15.7,47.2,53.5,97.81,54.4
1900,CHI @ LAL,01/08/2021,,L,48,115,46,91,50.5,10,26,38.5,13,14,92.9,9,32,41,26,13,10,3,23,-2,LAC @ GSW,01/08/2021,,L,48,108.2,119.8,-11.5,57.5,1.21,17.3,30.2,74.4,52.3,19.6,56.6,59.2,96.50,45.0
1901,UTA @ MIL,01/08/2021,,W,48,131,49,97,50.5,25,53,47.2,8,13,61.5,10,40,50,31,10,6,8,18,13,BOS vs. WAS,01/08/2021,,W,48,109.4,100.9,8.5,51.2,1.00,14.7,32.0,83.0,56.7,19.8,54.7,58.5,106.00,53.6
1902,HOU vs. ORL,01/08/2021,,W,48,132,51,91,56.0,22,47,46.8,8,11,72.7,7,42,49,34,8,6,8,18,42,MIL vs. UTA,01/08/2021,,L,48,114.6,127.2,-12.6,40.9,1.50,13.3,25.9,76.0,49.1,11.7,51.5,55.0,103.00,41.1
1903,PHX @ DET,01/08/2021,,L,53,105,41,91,45.1,17,52,32.7,6,13,46.2,9,41,50,24,21,10,7,25,-5,ORL @ HOU,01/08/2021,,L,48,93.8,136.1,-42.3,50.0,1.31,13.4,24.6,78.6,47.5,13.5,42.7,46.9,96.50,30.7
1904,ORL @ HOU,01/08/2021,,L,48,90,34,89,38.2,8,29,27.6,14,16,87.5,9,33,42,17,13,5,2,13,-42,HOU vs. ORL,01/08/2021,,W,48,136.1,93.8,42.3,66.7,4.25,24.5,21.4,75.4,52.5,8.2,68.1,68.9,96.50,69.3
1905,OKC @ NYK,01/08/2021,,W,48,101,38,87,43.7,11,34,32.4,14,21,66.7,11,51,62,16,11,2,7,19,12,LAL vs. CHI,01/08/2021,,W,48,119.4,117.3,2.0,51.2,1.40,16.2,25.6,71.7,49.4,15.3,58.0,63.0,98.00,50.2
1906,NYK vs. OKC,01/08/2021,,L,48,89,34,96,35.4,9,27,33.3,12,20,60.0,11,38,49,19,5,8,7,19,-12,CHA @ NOP,01/08/2021,,W,48,121.6,113.4,8.2,80.5,2.20,22.1,40.4,72.1,55.6,15.5,56.3,60.2,97.00,54.3
1907,NOP vs. CHA,01/08/2021,,L,48,110,38,77,49.4,15,38,39.5,19,26,73.1,10,26,36,29,19,6,4,17,-8,GSW vs. LAC,01/08/2021,,W,48,119.8,108.2,11.5,62.5,1.56,18.9,25.6,69.8,47.7,16.7,61.0,63.9,96.50,55.0
1908,MEM vs. BKN,01/08/2021,,W,48,115,45,98,45.9,13,32,40.6,12,14,85.7,12,34,46,29,14,14,6,18,5,WAS @ BOS,01/08/2021,,L,48,100.9,109.4,-8.5,53.7,1.29,16.2,17.0,68.0,43.3,16.0,52.8,56.3,106.00,46.4
1909,GSW vs. LAC,01/08/2021,,W,48,115,40,82,48.8,20,41,48.8,15,18,83.3,9,29,38,25,16,13,3,19,10,UTA @ MIL,01/08/2021,,W,48,127.2,114.6,12.6,63.3,3.10,21.2,24.0,74.1,50.9,9.7,63.4,63.8,103.00,58.9
1910,TOR @ SAC,01/08/2021,,W,48,144,53,91,58.2,20,39,51.3,18,22,81.8,12,32,44,30,13,8,5,20,21,MEM vs. BKN,01/08/2021,,W,48,110.6,105.8,4.8,64.4,2.07,19.5,30.9,83.7,54.1,13.5,52.6,55.2,104.00,51.8
1911,CHA @ NOP,01/08/2021,,W,48,118,41,87,47.1,16,42,38.1,20,25,80.0,16,29,45,33,15,10,4,20,8,SAC vs. TOR,01/08/2021,,L,48,121.8,144.0,-22.2,78.3,3.00,25.0,17.5,62.5,40.0,11.9,66.0,65.9,100.50,44.8
1912,DET vs. PHX,01/08/2021,,W,53,110,37,90,41.1,11,34,32.4,25,29,86.2,9,37,46,23,17,13,4,14,5,NOP vs. CHA,01/08/2021,,L,48,113.4,121.6,-8.2,76.3,1.53,21.0,27.9,59.6,44.4,19.6,59.1,62.2,97.00,45.7
1913,MIL vs. UTA,01/08/2021,,L,48,118,44,98,44.9,13,42,31.0,17,21,81.0,9,36,45,18,12,5,5,19,-13,CHI @ LAL,01/08/2021,,L,48,117.3,119.4,-2.0,56.5,2.00,19.0,28.3,74.4,50.6,13.3,56.0,59.2,98.00,49.8
1914,WAS @ BOS,01/08/2021,,L,48,107,41,88,46.6,11,29,37.9,14,16,87.5,7,31,38,22,17,9,4,24,-9,NYK vs. OKC,01/08/2021,,L,48,93.7,104.1,-10.4,55.9,3.80,14.7,22.4,73.1,44.5,5.3,40.1,42.5,96.00,42.6
1915,BOS vs. WAS,01/08/2021,,W,48,116,41,86,47.7,12,32,37.5,22,30,73.3,11,38,49,21,21,11,4,22,9,OKC @ NYK,01/08/2021,,W,48,104.1,93.7,10.4,42.1,1.45,12.6,26.9,77.6,55.5,11.3,50.0,52.5,96.00,57.4
1916,LAC @ GSW,01/08/2021,,L,48,105,40,83,48.2,14,31,45.2,11,13,84.6,10,27,37,23,19,6,5,16,-10,BKN @ MEM,01/08/2021,,L,48,105.8,110.6,-4.8,68.4,1.24,19.1,16.3,69.1,45.9,20.2,55.6,60.9,104.00,48.2
1917,BKN @ MEM,01/08/2021,,L,48,110,38,81,46.9,14,31,45.2,20,21,95.2,4,38,42,26,21,6,4,13,-5,PHX @ DET,01/08/2021,,L,53,97.2,101.9,-4.6,58.5,1.14,16.7,24.1,76.8,50.9,19.4,54.4,54.3,97.81,45.6
1918,DEN vs. DAL,01/07/2021,,L,53,117,43,97,44.3,15,44,34.1,16,21,76.2,9,38,47,25,14,8,1,27,-7,DAL @ DEN,01/07/2021,,W,53,114.8,108.3,6.5,64.3,2.08,18.9,16.3,72.7,46.2,12.0,57.5,61.6,97.81,56.5
1919,CLE @ MEM,01/07/2021,,W,48,94,36,79,45.6,13,30,43.3,9,16,56.3,7,30,37,24,16,11,3,14,4,MIN @ POR,01/07/2021,,L,48,107.3,126.2,-18.8,61.5,1.50,15.9,32.8,78.6,52.0,14.7,49.5,54.4,108.00,42.7
1920,SAS @ LAL,01/07/2021,,W,48,118,43,92,46.7,16,35,45.7,16,17,94.1,6,34,40,28,8,4,3,15,9,POR vs. MIN,01/07/2021,,W,48,126.2,107.3,18.8,51.0,1.67,17.7,21.4,67.2,48.0,14.0,64.4,67.4,108.00,57.3
1921,POR vs. MIN,01/07/2021,,W,48,135,49,90,54.4,18,41,43.9,19,23,82.6,6,38,44,25,15,10,6,23,18,MEM vs. CLE,01/07/2021,,L,48,95.7,101.1,-5.3,75.0,1.50,20.1,29.2,81.3,55.2,19.1,50.0,52.0,93.50,52.4
